Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Blitz game,https://lichess.org/Llutj5zH,2022.05.03,12:06:49,FlameMaster0,waltalgg,1908,1930,1-0
Rated Blitz game,https://lichess.org/ZnPuGWzX,2022.05.03,06:40:33,waltalgg,Alland,1936,1944,0-1
Rated Bullet game,https://lichess.org/Ao6Kqsry,2022.05.02,07:54:10,waltalgg,SSENABEST,2005,2007,0-1
Rated Bullet game,https://lichess.org/aGsRCkVZ,2022.05.02,07:24:50,AlexZander,waltalgg,2053,2011,1-0
Rated Blitz game,https://lichess.org/rRaYr3G4,2022.04.29,06:21:01,Alikme,waltalgg,1944,1942,1-0
Rated Blitz game,https://lichess.org/R03YvCqT,2022.04.27,07:34:13,waltalgg,AlternativeWays,1941,2017,1/2-1/2
Rated Blitz game,https://lichess.org/t2cPuT8M,2022.04.27,07:30:24,Djstar7,waltalgg,1940,1935,0-1
Rated Bullet game,https://lichess.org/3wPsQkjo,2022.04.27,04:17:26,waltalgg,Prince_0816,2010,2048,1/2-1/2
Hourly UltraBullet Arena,https://lichess.org/MFh6QuFT,2022.04.27,00:40:44,waltalgg,disjoint,1746,1682,0-1
Hourly UltraBullet Arena,https://lichess.org/qQ37x0VE,2022.04.27,00:39:01,waltalgg,johnyrolstoel,1747,2128,0-1
Hourly UltraBullet Arena,https://lichess.org/8hJfb19S,2022.04.27,00:37:59,disjoint,waltalgg,1685,1742,0-1
Hourly UltraBullet Arena,https://lichess.org/kqJubSUk,2022.04.27,00:36:57,waltalgg,SealDeal,1741,1460,1-0
Hourly UltraBullet Arena,https://lichess.org/b0XzbTjq,2022.04.27,00:35:56,benperone_pctr,waltalgg,1535,1738,0-1
Hourly UltraBullet Arena,https://lichess.org/KuEUvCQx,2022.04.27,00:35:14,selobiyo,waltalgg,1464,1736,0-1
Hourly UltraBullet Arena,https://lichess.org/sru7GNaG,2022.04.27,00:34:33,disjoint,waltalgg,1674,1743,1-0
Hourly UltraBullet Arena,https://lichess.org/hldg83HI,2022.04.27,00:33:52,waltalgg,ahad1223,1741,1360,1-0
Hourly UltraBullet Arena,https://lichess.org/8YN3wIRu,2022.04.27,00:32:50,Jhon34,waltalgg,1824,1734,0-1
Hourly UltraBullet Arena,https://lichess.org/Ig6P0JdY,2022.04.27,00:31:28,waltalgg,disjoint,1741,1670,0-1
Rated Bullet game,https://lichess.org/EhWxcjTg,2022.04.27,00:28:44,waltalgg,kITmeGa,2003,2061,1-0
Hourly HyperBullet Arena,https://lichess.org/cvGqj5UQ,2022.04.27,00:26:24,waltalgg,MynameisBorat,1997,2060,1-0
Hourly HyperBullet Arena,https://lichess.org/sKLRGTdy,2022.04.27,00:25:10,dky99,waltalgg,2171,1994,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/lblR2tQo,2022.04.27,00:24:06,MynameisBorat,waltalgg,2049,1999,1-0
Hourly HyperBullet Arena,https://lichess.org/zh6ejaiG,2022.04.27,00:23:02,waltalgg,Jhon34,2001,2293,0-1
Hourly HyperBullet Arena,https://lichess.org/rzNJI40B,2022.04.27,00:21:54,waltalgg,MynameisBorat,1994,2052,1-0
Hourly HyperBullet Arena,https://lichess.org/hzsFMgUR,2022.04.27,00:20:46,disjoint,waltalgg,2017,1988,0-1
Hourly HyperBullet Arena,https://lichess.org/dSa2Hsuz,2022.04.27,00:19:32,MynameisBorat,waltalgg,2051,1992,1-0
Hourly HyperBullet Arena,https://lichess.org/7AiCtLkp,2022.04.27,00:18:05,waltalgg,SteGeorge,2000,1885,0-1
Hourly HyperBullet Arena,https://lichess.org/pBwqCHXI,2022.04.27,00:16:22,waltalgg,Max_Recoba,1992,2152,1-0
Hourly HyperBullet Arena,https://lichess.org/W402DNwt,2022.04.27,00:15:00,DrDrunkenBruno,waltalgg,2220,1994,1-0
Hourly HyperBullet Arena,https://lichess.org/c1HwI6Uj,2022.04.27,00:13:38,waltalgg,SteGeorge,2002,1857,0-1
Hourly HyperBullet Arena,https://lichess.org/J0k11Voy,2022.04.27,00:12:16,DrDrunkenBruno,waltalgg,2226,1993,0-1
Hourly HyperBullet Arena,https://lichess.org/a0TQg9dL,2022.04.27,00:10:53,ThePurplePawn,waltalgg,2073,1997,1-0
Hourly HyperBullet Arena,https://lichess.org/LL3Yhk0J,2022.04.27,00:09:31,waltalgg,JUAREZcity,1991,2027,1-0
Hourly HyperBullet Arena,https://lichess.org/FI2yrqdZ,2022.04.27,00:07:47,waltalgg,ThePurplePawn,1984,2089,1-0
Hourly HyperBullet Arena,https://lichess.org/T56hFoky,2022.04.27,00:06:04,BoJackHorsemans1,waltalgg,1878,1980,0-1
Hourly HyperBullet Arena,https://lichess.org/LWNbyElS,2022.04.27,00:04:42,waltalgg,ThePurplePawn,1984,2083,0-1
Hourly HyperBullet Arena,https://lichess.org/NQUXG9fX,2022.04.27,00:03:00,BoJackHorsemans1,waltalgg,1877,1980,0-1
Hourly HyperBullet Arena,https://lichess.org/XSd482yY,2022.04.27,00:01:17,DrNEUROVERKKO,waltalgg,2012,1985,1/2-1/2
Rated Bullet game,https://lichess.org/cPr8Awfv,2022.04.26,23:58:30,serugiran20,waltalgg,1961,1985,1-0
Hourly UltraBullet Arena,https://lichess.org/IFphhBW2,2022.04.26,23:56:34,kovadlinka,waltalgg,2120,1742,1-0
Hourly UltraBullet Arena,https://lichess.org/IvhmGzMb,2022.04.26,23:55:44,waltalgg,Tomtday,1740,1476,1-0
Hourly UltraBullet Arena,https://lichess.org/xB7f4Xf2,2022.04.26,23:55:03,waltalgg,Nitsyn,1733,1809,1-0
Hourly UltraBullet Arena,https://lichess.org/WO2Hjbv7,2022.04.26,23:54:22,disjoint,waltalgg,1665,1729,0-1
Hourly UltraBullet Arena,https://lichess.org/cTAx5tca,2022.04.26,23:53:37,Nitsyn,waltalgg,1808,1733,1-0
Hourly UltraBullet Arena,https://lichess.org/cu6OG4jV,2022.04.26,23:52:53,waltalgg,MynameisBorat,1737,1856,0-1
Hourly UltraBullet Arena,https://lichess.org/Oj3W71qr,2022.04.26,23:52:12,selobiyo,waltalgg,1460,1735,0-1
Hourly UltraBullet Arena,https://lichess.org/eJwe043w,2022.04.26,23:51:25,waltalgg,StiffMaster1,1738,1896,0-1
Hourly UltraBullet Arena,https://lichess.org/AmBXL017,2022.04.26,23:50:50,zack-king,waltalgg,1528,1736,0-1
Hourly UltraBullet Arena,https://lichess.org/zwzkT60d,2022.04.26,23:50:03,waltalgg,SteGeorge,1731,1639,1-0
Hourly UltraBullet Arena,https://lichess.org/JR6xu1hf,2022.04.26,23:49:28,waltalgg,manamanah,1729,1489,1-0
Hourly UltraBullet Arena,https://lichess.org/v25ZFGhA,2022.04.26,23:49:05,waltalgg,Julius141t33,1740,1284,0-1
Hourly UltraBullet Arena,https://lichess.org/iFhD6b0O,2022.04.26,23:48:22,MynameisBorat,waltalgg,1855,1744,1-0
Hourly UltraBullet Arena,https://lichess.org/RbLZbIum,2022.04.26,23:47:41,waltalgg,Zvonimiro,1740,1613,1-0
Hourly UltraBullet Arena,https://lichess.org/Zi9oNoNd,2022.04.26,23:47:10,manamanah,waltalgg,1487,1738,0-1
Hourly UltraBullet Arena,https://lichess.org/XqE1lX70,2022.04.26,23:46:18,waltalgg,ANTHONYWang,1736,1480,1-0
Hourly UltraBullet Arena,https://lichess.org/mMw1olKk,2022.04.26,23:45:25,Zvonimiro,waltalgg,1600,1744,1-0
Hourly UltraBullet Arena,https://lichess.org/tWI2ZXp1,2022.04.26,23:44:39,waltalgg,sonsuzluk-UNdeC,1740,1610,1-0
Hourly UltraBullet Arena,https://lichess.org/k1cptR97,2022.04.26,23:43:58,MynameisBorat,waltalgg,1853,1732,0-1
Hourly UltraBullet Arena,https://lichess.org/PLEIyrVJ,2022.04.26,23:43:15,Condormateo_2010,waltalgg,1313,1731,0-1
Hourly UltraBullet Arena,https://lichess.org/WhbXLQWN,2022.04.26,23:42:32,waltalgg,Superboy16,1736,1775,0-1
Hourly UltraBullet Arena,https://lichess.org/OsgkOZBx,2022.04.26,23:41:44,SteGeorge,waltalgg,1630,1732,0-1
Rated Bullet game,https://lichess.org/1l0EwfRK,2022.04.26,23:39:03,oskarov53,waltalgg,1955,1980,0-1
Daily UltraBullet Arena,https://lichess.org/WTFxD3g3,2022.04.26,21:37:54,MynameisBorat,waltalgg,1850,1736,1-0
Daily UltraBullet Arena,https://lichess.org/O0LRp74h,2022.04.26,21:37:19,waltalgg,simplicity69,1739,1918,0-1
Daily UltraBullet Arena,https://lichess.org/mbiA71ks,2022.04.26,21:36:32,Kesterking13,waltalgg,1811,1744,1-0
Daily UltraBullet Arena,https://lichess.org/4mL4TAUG,2022.04.26,21:35:58,waltalgg,Ahmed-2011,1749,1775,0-1
Daily UltraBullet Arena,https://lichess.org/jmldmZR1,2022.04.26,21:35:15,waltalgg,Cristhian16,1742,1847,1-0
Daily UltraBullet Arena,https://lichess.org/IbqdZYJu,2022.04.26,21:34:34,simplicity69,waltalgg,1915,1733,0-1
Daily UltraBullet Arena,https://lichess.org/CqwCECou,2022.04.26,21:34:01,waltalgg,ArianPiscoyaULCB,1726,1857,1-0
Daily UltraBullet Arena,https://lichess.org/XR8Ul8eA,2022.04.26,21:33:19,waltalgg,haymour455,1733,1629,0-1
Daily UltraBullet Arena,https://lichess.org/UK3XfmXp,2022.04.26,21:32:38,Daenerys-Targaryen,waltalgg,1970,1735,1-0
Daily UltraBullet Arena,https://lichess.org/4TzuhQ8q,2022.04.26,21:31:57,waltalgg,FishingChessing,1730,1708,1-0
Daily UltraBullet Arena,https://lichess.org/5SIE1KCB,2022.04.26,21:30:59,Traymond,waltalgg,1887,1733,1-0
Daily UltraBullet Arena,https://lichess.org/ip9iWd2i,2022.04.26,21:30:10,DrDrunkenBruno,waltalgg,1738,1728,0-1
Daily UltraBullet Arena,https://lichess.org/1ptSXTpV,2022.04.26,21:29:28,waltalgg,rudiez12,1723,1644,1-0
Daily UltraBullet Arena,https://lichess.org/8V70k11W,2022.04.26,21:28:47,Voffk,waltalgg,1704,1729,1-0
Daily UltraBullet Arena,https://lichess.org/mxvBLDIb,2022.04.26,21:28:08,waltalgg,Omtezien,1721,1885,1-0
Daily UltraBullet Arena,https://lichess.org/B4Kbr868,2022.04.26,21:27:14,Dos_Botines,waltalgg,1823,1725,1-0
Daily UltraBullet Arena,https://lichess.org/Ld1SvFQl,2022.04.26,21:26:39,waltalgg,Bajanista,1719,1747,1-0
Daily UltraBullet Arena,https://lichess.org/V4PJUANS,2022.04.26,21:25:58,Neverstopberserk,waltalgg,1869,1711,0-1
Daily UltraBullet Arena,https://lichess.org/Pi0dOelR,2022.04.26,21:25:17,UnSospirochess,waltalgg,1591,1707,0-1
Daily UltraBullet Arena,https://lichess.org/Lf8x4naU,2022.04.26,21:24:35,waltalgg,Omtezien,1710,1890,0-1
Daily UltraBullet Arena,https://lichess.org/adf3JkEz,2022.04.26,21:24:07,Daenerys-Targaryen,waltalgg,1991,1712,1-0
Daily UltraBullet Arena,https://lichess.org/nIEMBF0L,2022.04.26,21:23:23,waltalgg,LetItFlow8000,1709,1494,1-0
Daily UltraBullet Arena,https://lichess.org/1Hpt7eVi,2022.04.26,21:22:40,waltalgg,Starchessplayer,1716,1644,0-1
Daily UltraBullet Arena,https://lichess.org/KvQSFmnV,2022.04.26,21:22:00,AlvaroMCA,waltalgg,1872,1720,1-0
Daily UltraBullet Arena,https://lichess.org/EwBZDxX6,2022.04.26,21:21:07,waltalgg,Cristhian16,1724,1833,0-1
Daily UltraBullet Arena,https://lichess.org/UXJd0J1U,2022.04.26,21:20:13,Voffk,waltalgg,1702,1730,1-0
Daily UltraBullet Arena,https://lichess.org/h3Z7TFGB,2022.04.26,21:19:48,waltalgg,Cristhian16,1722,1834,1-0
Daily UltraBullet Arena,https://lichess.org/4Ca9yRYr,2022.04.26,21:19:28,DrDrunkenBruno,waltalgg,1714,1728,1-0
Daily UltraBullet Arena,https://lichess.org/5hcF79bY,2022.04.26,21:18:38,Safin11,waltalgg,2009,1730,1-0
Daily UltraBullet Arena,https://lichess.org/LdvYaPEb,2022.04.26,21:18:07,waltalgg,Emrbz2941,1728,1435,1-0
Daily UltraBullet Arena,https://lichess.org/O9E1wJK7,2022.04.26,21:17:25,waltalgg,Traymond,1731,1896,0-1
Daily UltraBullet Arena,https://lichess.org/5aeAqSco,2022.04.26,21:17:05,ArianPiscoyaULCB,waltalgg,1839,1736,1-0
Daily UltraBullet Arena,https://lichess.org/PlRiY8Je,2022.04.26,21:16:30,waltalgg,kthorC30,1741,1762,0-1
Daily UltraBullet Arena,https://lichess.org/PtXF72YX,2022.04.26,21:16:19,Voffk,waltalgg,1709,1747,1-0
Daily UltraBullet Arena,https://lichess.org/OACo1jdM,2022.04.26,21:15:59,waltalgg,JFedericoV,1750,1935,0-1
Daily UltraBullet Arena,https://lichess.org/TwPhxXKQ,2022.04.26,21:15:19,RodriFK,waltalgg,1606,1747,0-1
Daily UltraBullet Arena,https://lichess.org/SB5frSrY,2022.04.26,21:14:38,Daenerys-Targaryen,waltalgg,2006,1749,1-0
Daily UltraBullet Arena,https://lichess.org/YaIIHfZc,2022.04.26,21:14:09,waltalgg,Shazil,1739,2094,1-0
Daily UltraBullet Arena,https://lichess.org/dzVOMtP3,2022.04.26,21:13:38,uwvu,waltalgg,1916,1741,1-0
Daily UltraBullet Arena,https://lichess.org/oBzwiWXb,2022.04.26,21:12:57,OrganOfBenevolence,waltalgg,2077,1743,1-0
Daily UltraBullet Arena,https://lichess.org/NbPg9efF,2022.04.26,21:12:24,waltalgg,esTE92,1740,1592,1-0
Daily UltraBullet Arena,https://lichess.org/LZKAOuGC,2022.04.26,21:11:53,Shazil,waltalgg,2112,1741,1-0
Daily UltraBullet Arena,https://lichess.org/uSzK3EeC,2022.04.26,21:11:10,waltalgg,Voffk,1735,1718,1-0
Daily UltraBullet Arena,https://lichess.org/1R3N8r6i,2022.04.26,21:10:26,waltalgg,Shazil,1737,2108,0-1
Daily UltraBullet Arena,https://lichess.org/ktw0FZu9,2022.04.26,21:09:35,JFedericoV,waltalgg,1942,1739,1-0
Daily UltraBullet Arena,https://lichess.org/Ka8fz94H,2022.04.26,21:09:04,waltalgg,Daenerys-Targaryen,1741,2003,0-1
Daily UltraBullet Arena,https://lichess.org/3jPwC5Jn,2022.04.26,21:08:12,waltalgg,DrDrunkenBruno,1736,1735,1-0
Daily UltraBullet Arena,https://lichess.org/tSJPXsga,2022.04.26,21:07:21,howiey,waltalgg,1604,1732,0-1
Daily UltraBullet Arena,https://lichess.org/StIduZ1b,2022.04.26,21:06:42,waltalgg,Emrbz2941,1731,1402,1-0
Daily UltraBullet Arena,https://lichess.org/Inlu1IJx,2022.04.26,21:05:46,waltalgg,WolvensuperAFM,1724,1751,1-0
Daily UltraBullet Arena,https://lichess.org/EwiHFz2V,2022.04.26,21:05:05,waltalgg,Sergei_Shudel,1724,1236,1-0
Daily UltraBullet Arena,https://lichess.org/m3RlLuE8,2022.04.26,21:04:22,aether_coconut,waltalgg,1499,1721,0-1
Daily UltraBullet Arena,https://lichess.org/TPUjIUFW,2022.04.26,21:03:43,waltalgg,Starchessplayer,1729,1599,0-1
Daily UltraBullet Arena,https://lichess.org/sWCWmhcu,2022.04.26,21:03:07,FishingChessing,waltalgg,1714,1735,1-0
Daily UltraBullet Arena,https://lichess.org/gDYHThHh,2022.04.26,21:02:18,capamatojav,waltalgg,1818,1728,0-1
Daily UltraBullet Arena,https://lichess.org/b0M2JtjN,2022.04.26,21:00:56,kthorC30,waltalgg,1731,1734,1-0
Daily HyperBullet Arena,https://lichess.org/ShNaOKVL,2022.04.26,20:59:30,Swilson07,waltalgg,1759,1989,1-0
Daily HyperBullet Arena,https://lichess.org/V3MosBAA,2022.04.26,20:58:12,waltalgg,Piloulindien,1999,1609,0-1
Daily HyperBullet Arena,https://lichess.org/xQ1bWdpK,2022.04.26,20:57:18,waltalgg,LevyBee,1999,1505,1-0
Daily HyperBullet Arena,https://lichess.org/X8uicpL0,2022.04.26,20:56:09,Perronecochense,waltalgg,2008,2004,1-0
Daily HyperBullet Arena,https://lichess.org/rmuZQ1Y5,2022.04.26,20:54:50,CelloZ,waltalgg,1279,2004,0-1
Daily HyperBullet Arena,https://lichess.org/BzDiVqTc,2022.04.26,20:53:30,waltalgg,poucin,2004,2610,0-1
Daily HyperBullet Arena,https://lichess.org/uocTAL8F,2022.04.26,20:52:03,Perronecochense,waltalgg,2002,2010,1-0
Daily HyperBullet Arena,https://lichess.org/9XCLKuo3,2022.04.26,20:50:41,waltalgg,fffasffsafsa,2007,2211,1/2-1/2
Daily HyperBullet Arena,https://lichess.org/o02efAjR,2022.04.26,20:50:02,Perronecochense,waltalgg,2007,2001,0-1
Daily HyperBullet Arena,https://lichess.org/kGoFYivc,2022.04.26,20:48:56,waltalgg,mesho20103,2001,1372,1-0
Rated Bullet game,https://lichess.org/HbK3urIE,2022.04.26,20:46:07,waltalgg,Ustad-e-Azam,2006,2023,0-1
Rated Bullet game,https://lichess.org/9NxXmdwa,2022.04.26,20:43:42,m-l-94,waltalgg,2004,2001,0-1
Rated Blitz game,https://lichess.org/gz9OJApe,2022.04.26,06:41:22,AshishJohnson288,waltalgg,1901,1941,1-0
Rated Blitz game,https://lichess.org/MTLAjL09,2022.04.26,06:39:25,waltalgg,manojkr,1936,1905,1-0
Rated Bullet game,https://lichess.org/8K5u3ANq,2022.04.26,06:31:30,KyewjHock,waltalgg,1997,2006,1-0
Rated Bullet game,https://lichess.org/ssZ9tNCJ,2022.04.26,04:21:17,waltalgg,dagenssuppe,2012,1992,0-1
Hourly King of the Hill Arena,https://lichess.org/40XzWPUl,2022.04.26,01:25:01,waltalgg,Nvincable,1743,1557,1-0
Hourly King of the Hill Arena,https://lichess.org/vig9Jb5Z,2022.04.26,01:21:35,waltalgg,LibyanFox,1705,1788,1-0
Hourly King of the Hill Arena,https://lichess.org/EaM3lbCI,2022.04.26,01:18:30,Nvincable,waltalgg,1541,1685,0-1
Hourly King of the Hill Arena,https://lichess.org/tXO39Qgp,2022.04.26,01:16:06,waltalgg,lichengyin,1720,1724,0-1
Hourly King of the Hill Arena,https://lichess.org/lJFdI2cr,2022.04.26,01:14:44,LibyanFox,waltalgg,1769,1759,1-0
Hourly King of the Hill Arena,https://lichess.org/xnii17Xb,2022.04.26,01:11:18,waltalgg,PASION_AJEDRECISTICA,1774,2062,0-1
Hourly King of the Hill Arena,https://lichess.org/c3cK16Ag,2022.04.26,01:09:35,Pawn_Street_Blues,waltalgg,1977,1800,1-0
Hourly King of the Hill Arena,https://lichess.org/ihoRZloa,2022.04.26,01:06:51,PASION_AJEDRECISTICA,waltalgg,2066,1822,1-0
Hourly King of the Hill Arena,https://lichess.org/Kahqhe2p,2022.04.26,01:04:06,waltalgg,LibyanFox,1757,1782,1-0
Hourly King of the Hill Arena,https://lichess.org/SHDPIyhc,2022.04.26,01:01:02,waltalgg,PASION_AJEDRECISTICA,1782,2064,0-1
Hourly UltraBullet Arena,https://lichess.org/e5w5z0Ga,2022.04.26,00:56:14,PEDROMARCO,waltalgg,1611,1730,0-1
Hourly UltraBullet Arena,https://lichess.org/0Spq6OeF,2022.04.26,00:55:33,waltalgg,Kevindachessgod,1732,2014,0-1
Hourly UltraBullet Arena,https://lichess.org/g90sKT5n,2022.04.26,00:54:50,waltalgg,shaukenovbullyat,1729,1511,1-0
Hourly UltraBullet Arena,https://lichess.org/u6t6GTea,2022.04.26,00:54:07,Thegoodthechess2,waltalgg,2066,1731,1-0
Hourly UltraBullet Arena,https://lichess.org/Le4mYUcP,2022.04.26,00:53:11,waltalgg,l7eacerl,1737,1718,0-1
Hourly UltraBullet Arena,https://lichess.org/Xto0DYcs,2022.04.26,00:52:25,waltalgg,Dark_Archangel,1732,1692,1-0
Hourly UltraBullet Arena,https://lichess.org/SdImMlHo,2022.04.26,00:51:32,iWonalready,waltalgg,1423,1730,0-1
Hourly UltraBullet Arena,https://lichess.org/1hVK54tR,2022.04.26,00:50:36,waltalgg,kingsplayer2,1737,1667,0-1
Hourly UltraBullet Arena,https://lichess.org/Uwmf1yQ6,2022.04.26,00:49:53,waltalgg,JFedericoV,1739,1936,0-1
Hourly UltraBullet Arena,https://lichess.org/bgmjiFou,2022.04.26,00:49:11,Krasnoznamensk,waltalgg,1689,1746,1-0
Hourly UltraBullet Arena,https://lichess.org/surFkPqo,2022.04.26,00:48:41,waltalgg,Kevindachessgod,1748,2039,0-1
Hourly UltraBullet Arena,https://lichess.org/CKpjXVXN,2022.04.26,00:47:45,waltalgg,Brocacochi,1739,1925,1-0
Hourly UltraBullet Arena,https://lichess.org/r2LtZDtn,2022.04.26,00:47:10,leoaz77,waltalgg,1689,1734,0-1
Hourly UltraBullet Arena,https://lichess.org/Q61U7Fk2,2022.04.26,00:46:28,waltalgg,Cesiariana,1731,1556,1-0
Hourly UltraBullet Arena,https://lichess.org/tdoJ4fnS,2022.04.26,00:45:41,Krasnoznamensk,waltalgg,1713,1726,0-1
Hourly UltraBullet Arena,https://lichess.org/j8oVYDV4,2022.04.26,00:44:54,cristhianoChess,waltalgg,1636,1722,0-1
Hourly UltraBullet Arena,https://lichess.org/IpMo5k5Z,2022.04.26,00:44:12,waltalgg,PEDROMARCO,1717,1622,1-0
Hourly UltraBullet Arena,https://lichess.org/AqQWpTvh,2022.04.26,00:42:50,Ahmed-2011,waltalgg,1732,1723,1-0
Hourly UltraBullet Arena,https://lichess.org/EM5fVmjl,2022.04.26,00:42:09,waltalgg,Mamedyarov14,1721,1468,1-0
Hourly UltraBullet Arena,https://lichess.org/sbjSNOoT,2022.04.26,00:41:28,waltalgg,ARIES_BACK_DieOrFly,1716,1628,1-0
Hourly UltraBullet Arena,https://lichess.org/OBDdrtwy,2022.04.26,00:40:47,WashingtonMS,waltalgg,1718,1722,1-0
Hourly UltraBullet Arena,https://lichess.org/1iinJ63O,2022.04.26,00:40:05,Kevindachessgod,waltalgg,2018,1724,1-0
Hourly UltraBullet Arena,https://lichess.org/3oTKlJds,2022.04.26,00:39:24,waltalgg,Vedia123,1720,1604,1-0
Hourly UltraBullet Arena,https://lichess.org/4zmtpUWp,2022.04.26,00:38:02,zack-king,waltalgg,1494,1718,0-1
Hourly UltraBullet Arena,https://lichess.org/IHQT05PV,2022.04.26,00:36:39,waltalgg,tuluz,1713,1617,1-0
Hourly UltraBullet Arena,https://lichess.org/C8D4n1sD,2022.04.26,00:35:16,Thegoodthechess2,waltalgg,2057,1715,1-0
Hourly UltraBullet Arena,https://lichess.org/zcpa5A1J,2022.04.26,00:34:35,shaukenovbullyat,waltalgg,1481,1713,0-1
Hourly UltraBullet Arena,https://lichess.org/7UQKfYe7,2022.04.26,00:33:33,waltalgg,Thegoodthechess2,1714,2054,0-1
Hourly UltraBullet Arena,https://lichess.org/8DAhVHaM,2022.04.26,00:32:11,kevlu8,waltalgg,1619,1721,1-0
Hourly UltraBullet Arena,https://lichess.org/ZEUQDHsb,2022.04.26,00:30:49,waltalgg,Mamedyarov14,1719,1452,1-0
Hourly UltraBullet Arena,https://lichess.org/ZFu1UYWm,2022.04.26,00:30:28,Ahmed-2011,waltalgg,1714,1725,1-0
Rated Bullet game,https://lichess.org/4SfH3AGR,2022.04.26,00:27:22,MarysolRamirez,waltalgg,2033,2006,0-1
Hourly Chess960 Arena,https://lichess.org/S4T758Wl,2022.04.26,00:21:33,waltalgg,buddhibalcoach,1772,1832,0-1
Hourly Chess960 Arena,https://lichess.org/oEgLvCer,2022.04.26,00:17:05,waltalgg,Aruama,1745,1744,1-0
Hourly Chess960 Arena,https://lichess.org/gARBQcoM,2022.04.26,00:13:19,RUDACOM,waltalgg,1974,1694,0-1
Hourly Chess960 Arena,https://lichess.org/vOqEmxLA,2022.04.26,00:09:33,waltalgg,vinvin1,1687,1289,1-0
Hourly Chess960 Arena,https://lichess.org/zr2CBKgg,2022.04.26,00:07:29,retisangil1,waltalgg,1904,1702,1-0
Hourly Chess960 Arena,https://lichess.org/OcYQyzBA,2022.04.26,00:05:05,HuberVilla,waltalgg,1798,1729,1-0
Hourly Chess960 Arena,https://lichess.org/OqWFc5yU,2022.04.26,00:01:40,waltalgg,kos99,1700,1620,1-0
Hourly Chess960 Arena,https://lichess.org/RczHeDqN,2022.04.26,00:00:38,Checkaone2,waltalgg,1119,1696,0-1
Hourly UltraBullet Arena,https://lichess.org/RRCje8aU,2022.04.25,23:57:09,Thegoodthechess2,waltalgg,2033,1727,1-0
Hourly UltraBullet Arena,https://lichess.org/CEWcQF0A,2022.04.25,23:56:22,ShadowChess2011,waltalgg,1621,1723,0-1
Hourly UltraBullet Arena,https://lichess.org/rdVdHSl1,2022.04.25,23:55:38,waltalgg,AdiCer,1716,1786,1-0
Hourly UltraBullet Arena,https://lichess.org/RgyjH5sq,2022.04.25,23:54:53,waltalgg,miguelfres,1713,1517,1-0
Hourly UltraBullet Arena,https://lichess.org/P62PTzu1,2022.04.25,23:54:06,AdiCer,waltalgg,1777,1718,1-0
Hourly UltraBullet Arena,https://lichess.org/ZWRh67tc,2022.04.25,23:53:26,ShadowChess2011,waltalgg,1619,1725,1-0
Hourly UltraBullet Arena,https://lichess.org/pTfNlI1j,2022.04.25,23:52:45,FractalGaming,waltalgg,1676,1720,0-1
Hourly UltraBullet Arena,https://lichess.org/2MRe3mRU,2022.04.25,23:51:58,waltalgg,Nitsyn,1725,1805,0-1
Hourly UltraBullet Arena,https://lichess.org/8ouQWUsE,2022.04.25,23:51:14,ShadowChess2011,waltalgg,1637,1720,0-1
Hourly UltraBullet Arena,https://lichess.org/0aQW1u0i,2022.04.25,23:50:29,waltalgg,DANTTASz,1718,1479,1-0
Hourly UltraBullet Arena,https://lichess.org/X0Lz02Dx,2022.04.25,23:49:44,einstein02,waltalgg,1506,1715,0-1
Hourly UltraBullet Arena,https://lichess.org/r2cK5Sdk,2022.04.25,23:49:09,waltalgg,Nitsyn,1720,1786,0-1
Hourly UltraBullet Arena,https://lichess.org/6tlrlaFd,2022.04.25,23:48:21,waltalgg,FractalGaming,1714,1683,1-0
Hourly UltraBullet Arena,https://lichess.org/t3cTpaWA,2022.04.25,23:47:36,thanksforthatfreewin,waltalgg,1630,1722,1-0
Hourly UltraBullet Arena,https://lichess.org/mK9mOXji,2022.04.25,23:46:47,waltalgg,uarle,1720,1472,1-0
Hourly UltraBullet Arena,https://lichess.org/3kgnvLFh,2022.04.25,23:46:05,AzertyBibi,waltalgg,1798,1711,0-1
Hourly UltraBullet Arena,https://lichess.org/aav6rtti,2022.04.25,23:45:20,waltalgg,uarle,1708,1472,1-0
Hourly UltraBullet Arena,https://lichess.org/55Zocb6X,2022.04.25,23:44:33,thanksforthatfreewin,waltalgg,1635,1703,0-1
Hourly UltraBullet Arena,https://lichess.org/3lxkI2qK,2022.04.25,23:43:29,waltalgg,Rafaeltumas,1702,1228,1-0
Hourly UltraBullet Arena,https://lichess.org/dkRFN81O,2022.04.25,23:42:47,thanksforthatfreewin,waltalgg,1636,1711,1-0
Rated Bullet game,https://lichess.org/pZUVS95D,2022.04.25,05:50:29,waltalgg,bull-corr,2012,2022,0-1
Rated Blitz game,https://lichess.org/iU8Tyodp,2022.04.24,21:12:47,waltalgg,pepe-torres,1942,1946,0-1
Rated Blitz game,https://lichess.org/7EIcePC4,2022.04.24,21:04:40,waltalgg,LindauX,1935,1981,1-0
Rated Bullet game,https://lichess.org/y7kedveG,2022.04.24,16:40:38,smit3446,waltalgg,2005,2018,1-0
Rated Bullet game,https://lichess.org/AfxKhfEE,2022.04.24,16:38:33,waltalgg,Manco1965,2019,1956,1/2-1/2
