Event,Site,Date,UTCTime,White,Black,WhiteElo,BlackElo,Result
Rated Bullet game,https://lichess.org/GuasdP6A,2023.02.22,19:05:54,Oliverw-w,capperdut,1697,1696,1-0
Rated Bullet game,https://lichess.org/pKb4weKg,2023.02.22,18:41:52,Lajud,Oliverw-w,1701,1691,0-1
Rated Bullet game,https://lichess.org/5zZc8Qdw,2023.02.22,18:40:40,Oliverw-w,abhinmk10,1696,1706,0-1
Rated Bullet game,https://lichess.org/iIikwSFK,2023.02.22,18:38:26,Oliverw-w,Jstar25,1692,1621,1-0
Rated Bullet game,https://lichess.org/uZCOVmqs,2023.02.22,18:36:18,Jackthefrench,Oliverw-w,1705,1686,0-1
Rated Blitz game,https://lichess.org/Gk2V9Mlj,2023.02.22,18:27:51,Oliverw-w,madrakeita,1660,1680,1-0
Rated Blitz game,https://lichess.org/esFyhrXR,2023.02.22,14:22:18,frtkni0156,Oliverw-w,1638,1655,0-1
Rated Blitz game,https://lichess.org/ck7Z18tT,2023.02.22,14:11:42,Oliverw-w,Trevoga_40,1660,1668,0-1
Rated Bullet game,https://lichess.org/vCLfbHwy,2023.02.22,12:51:23,LeofinGo,Oliverw-w,1671,1680,0-1
Rated Bullet game,https://lichess.org/gL6f0s0s,2023.02.22,12:22:36,Oliverw-w,why_am_I_so_good,1673,1715,1-0
Rated Bullet game,https://lichess.org/lV2MzZzh,2023.02.22,12:20:24,why_am_I_so_good,Oliverw-w,1716,1673,1/2-1/2
Rated Bullet game,https://lichess.org/aJvi0uMz,2023.02.22,12:19:08,Oliverw-w,why_am_I_so_good,1678,1710,0-1
Rated Bullet game,https://lichess.org/FRzVbeVd,2023.02.22,12:17:48,lestatos,Oliverw-w,1811,1682,1-0
Rated Bullet game,https://lichess.org/JMbNQC1H,2023.02.22,12:15:35,Oliverw-w,Issasone,1687,1674,0-1
Rated Bullet game,https://lichess.org/Z50WRG8K,2023.02.22,12:13:26,Oliverw-w,Kokomiko,1680,1805,1-0
Rated Bullet game,https://lichess.org/Niig9SCR,2023.02.22,12:11:55,KnightRider304,Oliverw-w,1754,1684,1-0
Rated Bullet game,https://lichess.org/9AXiqhpK,2023.02.22,12:10:08,Oliverw-w,must99,1679,1674,1-0
Rated Bullet game,https://lichess.org/0WchKgJR,2023.02.22,12:08:48,KanwerNadeem332,Oliverw-w,1713,1672,0-1
Rated Bullet game,https://lichess.org/UASt9bN8,2023.02.22,12:06:36,Adjacc,Oliverw-w,1693,1678,1-0
Rated Bullet game,https://lichess.org/gxd35uvb,2023.02.22,12:03:26,zkok,Oliverw-w,1737,1671,0-1
Rated Bullet game,https://lichess.org/iyVIoux4,2023.02.22,12:01:02,Oliverw-w,trumppence,1664,1705,1-0
Rated Blitz game,https://lichess.org/0hpRkOMR,2023.02.22,11:48:17,Oliverw-w,Alfildegoma,1653,1749,1-0
Rated Blitz game,https://lichess.org/M0Cf6xCs,2023.02.22,11:42:55,muwahnin9,Oliverw-w,1629,1648,0-1
Rated Blitz game,https://lichess.org/EOBrR9wq,2023.02.22,05:19:13,Oliverw-w,clubsflush,1653,1702,0-1
≤2000 Bullet Arena,https://lichess.org/1hahDfYB,2023.02.22,03:15:58,crassical,Oliverw-w,1035,1664,0-1
Rated Bullet game,https://lichess.org/QZBhtG09,2023.02.22,03:09:46,Kanelius,Oliverw-w,1622,1658,0-1
Rated Blitz game,https://lichess.org/1sgFTm8r,2023.02.21,20:20:31,Oliverw-w,FlipDeT,1648,1565,1-0
Rated Blitz game,https://lichess.org/PJ1sBH0P,2023.02.21,20:12:45,Oliverw-w,Giordanopetersoni,1649,1627,1/2-1/2
Rated Blitz game,https://lichess.org/hxL7zvnS,2023.02.21,16:02:43,nj06112002,Oliverw-w,1624,1655,1-0
Rated Blitz game,https://lichess.org/Y3tGfEun,2023.02.21,15:47:20,Oliverw-w,dottMorris66,1661,1652,0-1
Rated Blitz game,https://lichess.org/rz0mam8k,2023.02.20,22:21:51,jchlingard,Oliverw-w,1651,1667,1-0
Rated Blitz game,https://lichess.org/O2q52NA1,2023.02.20,22:14:46,olsonkarlp,Oliverw-w,1679,1672,1-0
Rated Bullet game,https://lichess.org/qtygPG6J,2023.02.20,15:45:24,Oliverw-w,Hexenzauber,1654,1579,1-0
Rated Bullet game,https://lichess.org/8388Rcdb,2023.02.20,15:43:03,Oliverw-w,CrispyOnion,1649,1607,1-0
Rated Bullet game,https://lichess.org/lHtizmFi,2023.02.20,15:40:49,drachan,Oliverw-w,1662,1654,1-0
Rated Bullet game,https://lichess.org/k9TAP3cd,2023.02.20,15:38:31,hugofre1tas,Oliverw-w,1664,1654,1/2-1/2
Rated Bullet game,https://lichess.org/1UGLbooS,2023.02.20,15:36:03,Oliverw-w,Koniasz,1648,1669,1-0
Rated Bullet game,https://lichess.org/p8Hrk3Q9,2023.02.20,15:33:47,Oliverw-w,Subin44,1654,1636,0-1
Rated Blitz game,https://lichess.org/hxyiGwMo,2023.02.20,15:27:12,Shakib1234,Oliverw-w,1700,1666,0-1
Rated Blitz game,https://lichess.org/JxlrF2oZ,2023.02.20,10:56:12,BasHamhuis,Oliverw-w,1740,1659,0-1
Rated Blitz game,https://lichess.org/0b5QOy9m,2023.02.20,10:39:11,Oliverw-w,Iriartekike,1653,1691,1-0
Rated Blitz game,https://lichess.org/qMGgFNHf,2023.02.20,08:36:00,Oliverw-w,Vlad_vladimirov,1653,1646,1/2-1/2
Rated Blitz game,https://lichess.org/PgiMlzFa,2023.02.20,07:45:34,whitebeard777,Oliverw-w,1653,1647,0-1
Rated Blitz game,https://lichess.org/2fKwFeuD,2023.02.20,07:22:34,Oliverw-w,Kuralesache,1642,1616,1-0
Rated Blitz game,https://lichess.org/PceUJj2l,2023.02.20,07:13:09,kdrchess,Oliverw-w,1612,1648,1-0
Rated Blitz game,https://lichess.org/oSyu42z3,2023.02.20,06:41:28,necco34,Oliverw-w,1680,1653,1-0
Rated Bullet game,https://lichess.org/mxTMb564,2023.02.19,23:28:23,Oliverw-w,ntoreg,1648,1658,1-0
Rated Bullet game,https://lichess.org/cp2hmlLX,2023.02.19,22:39:43,Lanca3,Oliverw-w,1655,1642,0-1
Rated Bullet game,https://lichess.org/chazB9Rz,2023.02.19,22:37:33,Oliverw-w,El_Mattador,1649,1610,0-1
Rated Blitz game,https://lichess.org/VsJ2w9PO,2023.02.19,21:33:01,Ghrebi,Oliverw-w,1633,1659,1-0
Daily Blitz Arena,https://lichess.org/vQ9Kj3au,2023.02.19,18:54:53,RealMaxie,Oliverw-w,1443,1663,1/2-1/2
Daily Blitz Arena,https://lichess.org/A9ObXeDm,2023.02.19,18:46:59,Oliverw-w,Laterale,1666,1811,0-1
Daily Blitz Arena,https://lichess.org/bozso8g4,2023.02.19,18:26:08,WhereIsMyMind64,Oliverw-w,2327,1666,1-0
Daily Blitz Arena,https://lichess.org/5aWbOOC9,2023.02.19,18:21:48,Oliverw-w,NusrathMhm,1661,1659,1-0
≤1700 Blitz Arena,https://lichess.org/6zMqK9RC,2023.02.19,12:09:10,Oliverw-w,draveilpb,1668,1550,0-1
≤1700 Blitz Arena,https://lichess.org/1S20wFV6,2023.02.19,12:00:22,Oliverw-w,Bezraa3000,1674,1681,0-1
Casual Correspondence game,https://lichess.org/fl03E83h,2023.02.18,16:36:42,Anonymous,Oliverw-w,?,1500,0-1
Rated Bullet game,https://lichess.org/NRIxDJis,2023.02.18,14:58:02,Kokot_Obechny,Oliverw-w,1653,1643,0-1
Rated Bullet game,https://lichess.org/PSsIzG4F,2023.02.18,14:56:05,quay,Oliverw-w,1648,1643,1/2-1/2
Rated Bullet game,https://lichess.org/AQEWfVeR,2023.02.18,14:54:08,Oliverw-w,alxgtn,1637,1616,1-0
Rated Bullet game,https://lichess.org/pim1xhSs,2023.02.18,14:51:52,ANDINAR,Oliverw-w,1649,1643,1-0
Rated Bullet game,https://lichess.org/kqvR6zWQ,2023.02.18,14:47:59,Oliverw-w,axdatz,1649,1638,0-1
Rated Bullet game,https://lichess.org/r4SHS6y1,2023.02.18,14:45:36,Oliverw-w,rthobhani,1645,1552,1-0
≤2000 Blitz Arena,https://lichess.org/mFindxqe,2023.02.18,13:49:41,Oliverw-w,Gheorghe12345,1670,1952,1/2-1/2
≤2000 Blitz Arena,https://lichess.org/g8LzLfSu,2023.02.18,13:43:03,Oliverw-w,wildwind17,1665,1611,1-0
≤2000 Blitz Arena,https://lichess.org/czgZcHN3,2023.02.18,13:36:30,xi9,Oliverw-w,1422,1663,0-1
≤2000 Blitz Arena,https://lichess.org/zItFm6DD,2023.02.18,13:29:27,Oliverw-w,apbrnd,1668,1719,0-1
≤2000 Blitz Arena,https://lichess.org/WHha1xtH,2023.02.18,13:19:12,adikk1999,Oliverw-w,1346,1666,0-1
≤2000 Blitz Arena,https://lichess.org/QysDAEOh,2023.02.18,13:13:48,Oliverw-w,leeleo,1669,1852,0-1
Rated Blitz game,https://lichess.org/mmA4xa4V,2023.02.18,13:02:15,pedroson,Oliverw-w,1659,1663,0-1
Rated Blitz game,https://lichess.org/TiNniNL5,2023.02.18,12:59:37,Oliverw-w,BLACK_TACTICAL,1659,1566,1-0
Rated Bullet game,https://lichess.org/NgKFWq2Q,2023.02.18,12:27:45,fabiocassidori,Oliverw-w,1632,1639,0-1
Rated Blitz game,https://lichess.org/15wClSlA,2023.02.18,12:20:46,Oliverw-w,pcmcpedia,1653,1649,1-0
Rated Blitz game,https://lichess.org/XV5kqkXB,2023.02.18,12:13:51,iruwanambo,Oliverw-w,1661,1648,0-1
Rated Blitz game,https://lichess.org/iHswpFJd,2023.02.18,10:45:57,Mouadh_Sassi-1,Oliverw-w,1694,1653,1-0
Rated Blitz game,https://lichess.org/VaCebY7X,2023.02.18,10:34:55,Oliverw-w,boldnbald,1658,1644,0-1
Rated Blitz game,https://lichess.org/loAGLZ6e,2023.02.18,10:26:01,MacunK,Oliverw-w,1628,1665,1-0
Rated Blitz game,https://lichess.org/JP4gCwMX,2023.02.18,08:47:35,Oliverw-w,serega_rf_75,1658,1730,1-0
Rated Blitz game,https://lichess.org/TtEPrNIN,2023.02.18,08:27:45,Oliverw-w,williamdk,1651,1712,1-0
Rated Blitz game,https://lichess.org/EMI9IbPk,2023.02.17,19:27:54,iskariel,Oliverw-w,1654,1657,1-0
Rated Blitz game,https://lichess.org/xwJBE0da,2023.02.17,16:27:33,dedeuygar,Oliverw-w,1679,1651,0-1
Rated Blitz game,https://lichess.org/kPei7Ig0,2023.02.17,15:25:58,Oliverw-w,Prismix,1645,1643,1-0
Rated Blitz game,https://lichess.org/1DgQuivu,2023.02.17,15:19:24,Oliverw-w,SergeHolz,1651,1626,0-1
Casual Blitz game,https://lichess.org/qBK5CrHX,2023.02.17,12:18:04,Oliverw-w,saffery,1651,967,1-0
Casual Blitz game,https://lichess.org/NrzBraKx,2023.02.16,20:36:39,Emchenov_Dorgi,Oliverw-w,1227,1651,0-1
Даб даб и даб Arena,https://lichess.org/0qzavK3P,2023.02.16,20:25:36,DinoZawrAx,Oliverw-w,1190,1687,0-1
Rated Blitz game,https://lichess.org/VkaKkMjw,2023.02.16,17:47:09,bogoa5,Oliverw-w,1650,1657,1-0
Rated Blitz game,https://lichess.org/7ld46i2m,2023.02.16,17:29:02,Oliverw-w,raythax_eth,1664,1580,0-1
Rated Blitz game,https://lichess.org/vxp1c3QO,2023.02.16,17:19:01,SinavonMirburg,Oliverw-w,1658,1670,1-0
Rated Blitz game,https://lichess.org/J5sKC1ap,2023.02.16,13:50:44,cava1111,Oliverw-w,1672,1664,0-1
Rated Blitz game,https://lichess.org/MkMU8MO4,2023.02.16,13:42:25,Oliverw-w,omit1995,1671,1562,0-1
Rated Blitz game,https://lichess.org/uLoMVJuI,2023.02.16,13:40:25,Oliverw-w,slavato,1666,1643,1-0
Rated Blitz game,https://lichess.org/AFmuDixF,2023.02.16,08:23:39,JustTomasz,Oliverw-w,1652,1660,0-1
Rated Blitz game,https://lichess.org/VXgEliac,2023.02.16,08:13:43,Oliverw-w,Peekaboo11,1666,1678,0-1
Rated Blitz game,https://lichess.org/4Cbff7lr,2023.02.15,22:34:49,Ivan-96_K,Oliverw-w,1652,1654,0-1
Rated Blitz game,https://lichess.org/LrXNA86s,2023.02.15,22:25:12,CAP09,Oliverw-w,1672,1660,1-0
Rated Blitz game,https://lichess.org/xocQwCzk,2023.02.15,19:13:05,Oliverw-w,Wwas,1654,1644,1-0
Rated Blitz game,https://lichess.org/SidNDM0w,2023.02.15,19:05:43,andryhkin,Oliverw-w,1658,1660,1-0
Rated Blitz game,https://lichess.org/qwVmT5sh,2023.02.15,18:55:26,a_lantsev,Oliverw-w,1657,1666,1-0
Rated Blitz game,https://lichess.org/10J16Sue,2023.02.15,18:52:13,Oliverw-w,sivert_helgheim,1660,1670,1-0
≤1700 Bullet Arena,https://lichess.org/9EUyS1ye,2023.02.15,14:54:43,Mozael,Oliverw-w,1408,1636,0-1
≤1700 Bullet Arena,https://lichess.org/OGn4JmIX,2023.02.15,14:50:47,Oliverw-w,lore17,1634,1356,1-0
≤1700 Bullet Arena,https://lichess.org/auUlGJCm,2023.02.15,14:48:12,JArry13,Oliverw-w,1642,1640,1-0
≤1700 Bullet Arena,https://lichess.org/hCKKjp1o,2023.02.15,14:44:20,gasimamin,Oliverw-w,1570,1635,0-1
≤1700 Bullet Arena,https://lichess.org/7qwUtNOW,2023.02.15,14:40:32,Oliverw-w,xoulph,1637,1514,1/2-1/2
≤1700 Bullet Arena,https://lichess.org/Cm3CjROF,2023.02.15,14:37:11,kgosi10,Oliverw-w,832,1637,0-1
≤1700 Bullet Arena,https://lichess.org/1OTpjSLR,2023.02.15,14:33:51,Oliverw-w,abusethesun,1646,1495,0-1
Rated Blitz game,https://lichess.org/W1A8zuz4,2023.02.15,05:36:46,Oliverw-w,Butleger17,1666,1664,0-1
Rated Blitz game,https://lichess.org/MhTVU43v,2023.02.15,05:20:52,Arageeee,Oliverw-w,1647,1660,0-1
Rated Blitz game,https://lichess.org/hICRAlpu,2023.02.15,05:13:37,Oliverw-w,BBAZ,1665,1718,0-1
Casual Blitz game,https://lichess.org/LqDGCDXO,2023.02.14,18:10:23,Oliverw-w,Emchenov_Dorgi,1665,1243,1-0
Casual Blitz game,https://lichess.org/RPLJAz5W,2023.02.14,18:02:38,Emchenov_Dorgi,Oliverw-w,1243,1665,0-1
Casual Blitz game,https://lichess.org/Dh5l9KNE,2023.02.14,17:52:35,Oliverw-w,Emchenov_Dorgi,1665,1243,0-1
Casual Blitz game,https://lichess.org/lJeFnOth,2023.02.14,17:38:47,Emchenov_Dorgi,Oliverw-w,1243,1665,1-0
Rated Blitz game,https://lichess.org/LQICnwtx,2023.02.14,11:02:44,Oliverw-w,Ramisik,1659,1655,1-0
Rated Blitz game,https://lichess.org/Sn76nJEQ,2023.02.14,09:10:39,Narayan_Mundhra,Oliverw-w,1656,1665,1-0
Rated Blitz game,https://lichess.org/W8aRs2wM,2023.02.14,08:40:43,takebackban,Oliverw-w,1626,1672,1-0
Rated Blitz game,https://lichess.org/dIiXwJ1D,2023.02.14,08:29:40,Oliverw-w,saeedwalid,1666,1676,1-0
Rated Blitz game,https://lichess.org/E0YLRPlN,2023.02.14,08:19:54,Oliverw-w,Kometeus,1667,1558,1/2-1/2
Rated Blitz game,https://lichess.org/AxRTGwdY,2023.02.14,08:14:46,Astoshonok_Vadya,Oliverw-w,1687,1661,0-1
Rated Blitz game,https://lichess.org/opciGsyN,2023.02.14,08:04:21,Oliverw-w,DuggieJones,1667,1642,0-1
Rated Blitz game,https://lichess.org/VWKNo65Y,2023.02.14,07:59:46,keremozcinar,Oliverw-w,1722,1672,1-0
Rated Blitz game,https://lichess.org/DDgo4Wsz,2023.02.14,06:51:43,Oliverw-w,predor22,1679,1647,0-1
Rated Blitz game,https://lichess.org/ypBnmMwL,2023.02.14,06:44:08,tijnpeterz,Oliverw-w,1671,1684,1-0
Rated Blitz game,https://lichess.org/JlZPz4C5,2023.02.13,20:13:34,modyaki,Oliverw-w,1644,1679,0-1
Rated Blitz game,https://lichess.org/mOJjlS3L,2023.02.13,18:29:32,Oliverw-w,ShiningSword112,1673,1689,1-0
Rated Blitz game,https://lichess.org/Z9A0Csr1,2023.02.13,13:15:21,Wedkarz36,Oliverw-w,1628,1668,0-1
Rated Blitz game,https://lichess.org/FXMVcKVR,2023.02.13,08:36:22,Oliverw-w,andryhkin,1662,1670,1-0
Rated Blitz game,https://lichess.org/TnWKnD2i,2023.02.13,08:07:28,Oliverw-w,SRoman1967,1656,1660,1-0
Rated Blitz game,https://lichess.org/78zi4bjE,2023.02.11,15:14:52,CoeurDAlene,Oliverw-w,1689,1656,1/2-1/2
Rated Bullet game,https://lichess.org/fYWfT09Q,2023.02.10,18:26:12,myrostik,Oliverw-w,1596,1641,0-1
Rated Bullet game,https://lichess.org/MHiC9GlH,2023.02.10,18:22:48,Oliverw-w,rippietr,1635,1658,1-0
Rated Bullet game,https://lichess.org/znJruU75,2023.02.10,18:20:38,Oliverw-w,Bromsson,1628,1682,1-0
Rated Bullet game,https://lichess.org/pWgt2vqC,2023.02.10,18:20:28,Caglar06,Oliverw-w,1615,1634,1-0
Rated Blitz game,https://lichess.org/Yx3BZlWd,2023.02.10,18:13:38,Oliverw-w,jameslleondas,1649,1684,1-0
Rated Blitz game,https://lichess.org/YfnohYzK,2023.02.10,18:10:20,mkeklik,Oliverw-w,1604,1644,0-1
Rated Blitz game,https://lichess.org/dU5gbEPD,2023.02.10,16:00:53,Oliverw-w,ereh05,1639,1596,1-0
Rated Blitz game,https://lichess.org/L2L3Iigb,2023.02.10,15:02:44,Markmobile,Oliverw-w,1672,1645,1-0
Rated Blitz game,https://lichess.org/fOaMAwsM,2023.02.10,14:54:27,Oliverw-w,haboub256,1651,1587,0-1
Rated Blitz game,https://lichess.org/NC4Fy8VZ,2023.02.10,13:26:18,babayd,Oliverw-w,1627,1646,0-1
Rated Bullet game,https://lichess.org/84QWohCc,2023.02.09,12:43:44,Oliverw-w,khalidattia,1628,1649,1-0
Rated Bullet game,https://lichess.org/UAYLMvmo,2023.02.09,12:39:12,Oliverw-w,rupesh13,1635,1577,0-1
Rated Blitz game,https://lichess.org/KrmLb98r,2023.02.09,12:27:39,Oliverw-w,rokkeb,1640,1621,1-0
Rated Blitz game,https://lichess.org/CGzB4tKJ,2023.02.08,17:11:59,Hosseina343a,Oliverw-w,1585,1635,0-1
Rated Blitz game,https://lichess.org/ntzYKjeg,2023.02.08,14:50:49,Isk7887,Oliverw-w,1637,1630,0-1
Rated Blitz game,https://lichess.org/4KMZICWU,2023.02.08,10:40:39,Oliverw-w,Hurfort,1625,1570,1-0
Casual Blitz game,https://lichess.org/5hCbVwuG,2023.02.08,09:15:20,Oliverw-w,waltalgg,1625,1995,0-1
Rated Blitz game,https://lichess.org/IrAE8Fkc,2023.02.08,07:57:12,PhilippovAA,Oliverw-w,1638,1619,0-1
Rated Blitz game,https://lichess.org/czByrcpt,2023.02.08,07:48:45,Oliverw-w,I-r-O-k-0,1624,1685,0-1
Rated Blitz game,https://lichess.org/L8OyDXdl,2023.02.07,18:47:53,Oliverw-w,Parmeni0n,1629,1623,0-1
Rated Blitz game,https://lichess.org/4xjWEJZB,2023.02.07,18:45:29,Leno74,Oliverw-w,1618,1635,1-0
Rated Blitz game,https://lichess.org/ChhEtoWV,2023.02.07,18:37:23,Nabukas,Oliverw-w,1603,1630,0-1
Rated Blitz game,https://lichess.org/WJt088nU,2023.02.07,13:57:28,Oliverw-w,Rahulsalvill,1636,1651,0-1
Rated Blitz game,https://lichess.org/3cP9NkcY,2023.02.07,13:49:16,Bakirkalayci,Oliverw-w,1636,1642,1-0
Rated Blitz game,https://lichess.org/RNzy9rUQ,2023.02.07,11:05:49,Oliverw-w,Cheakmate_1984,1647,1648,0-1
Rated Blitz game,https://lichess.org/U17Czb5f,2023.02.07,10:57:46,gulabjamoan,Oliverw-w,1603,1654,1-0
Rated Bullet game,https://lichess.org/qwvJ376G,2023.02.06,22:40:34,Oliverw-w,juanflifli12,1641,1636,0-1
Rated Blitz game,https://lichess.org/saNQBFyt,2023.02.06,20:50:25,Oliverw-w,Rolfkarlsson,1649,1605,1-0
Rated Blitz game,https://lichess.org/sq6LhxPs,2023.02.06,20:46:19,HeNeArKrXe,Oliverw-w,1713,1654,1-0
Rated Blitz game,https://lichess.org/eMqpfcSD,2023.02.06,17:14:38,bmcdorman,Oliverw-w,1662,1659,1-0
Rated Blitz game,https://lichess.org/rfpWZ6Dm,2023.02.06,17:11:23,Paulo_PC1978,Oliverw-w,1632,1665,1-0
Rated Blitz game,https://lichess.org/0NorCJHC,2023.02.06,17:01:07,Oliverw-w,Qusaiooo,1666,1640,1/2-1/2
Rated Blitz game,https://lichess.org/xcHi0Wfs,2023.02.06,16:52:40,Silver73,Oliverw-w,1742,1670,1-0
≤1700 Bullet Arena,https://lichess.org/2URyQewA,2023.02.05,22:55:07,Oliverw-w,xoulph,1648,1542,0-1
≤1700 Bullet Arena,https://lichess.org/qbLOsWOs,2023.02.05,22:52:11,Evansnich,Oliverw-w,1602,1655,1-0
≤1700 Bullet Arena,https://lichess.org/eAV0Aqff,2023.02.05,22:50:13,SnailHunter,Oliverw-w,1488,1651,0-1
≤1700 Bullet Arena,https://lichess.org/P8jW77vA,2023.02.05,22:46:36,Oliverw-w,Evansnich,1658,1591,0-1
≤1700 Bullet Arena,https://lichess.org/BJxonxnD,2023.02.05,22:43:57,SnailHunter,Oliverw-w,1485,1655,0-1
≤1700 Bullet Arena,https://lichess.org/ut8vpQ5P,2023.02.05,22:41:57,Oliverw-w,MarkRebuck,1651,1512,1-0
≤1700 Bullet Arena,https://lichess.org/mwrqgfgA,2023.02.05,22:39:53,Oliverw-w,StarmanDX,1648,1491,1-0
≤1700 Bullet Arena,https://lichess.org/lDvpp3uP,2023.02.05,22:36:27,kulsuno,Oliverw-w,1320,1646,0-1
≤1700 Bullet Arena,https://lichess.org/sK0qPYwE,2023.02.05,22:33:02,Oliverw-w,Cachoeira_Ba,1642,1557,1-0
≤1700 Bullet Arena,https://lichess.org/GcpCmNxy,2023.02.05,22:30:41,apriori96,Oliverw-w,1633,1636,0-1
Rated Bullet game,https://lichess.org/bMMXGahD,2023.02.05,22:25:22,Oliverw-w,taurus34,1628,1690,1-0
Rated Blitz game,https://lichess.org/iFohpi72,2023.02.05,22:14:54,Sushant0001,Oliverw-w,1657,1676,1-0
Rated Blitz game,https://lichess.org/wVD7J0Yw,2023.02.05,22:10:46,Oliverw-w,antares-prior,1671,1678,1-0
Rated Blitz game,https://lichess.org/IdOHu8R5,2023.02.05,22:00:06,Oliverw-w,Sandico_F,1671,1674,1/2-1/2
Rated Blitz game,https://lichess.org/gxD9bOs1,2023.02.05,20:14:54,EazyFace,Oliverw-w,1698,1676,1-0
Rated Blitz game,https://lichess.org/8liaqfSw,2023.02.05,20:05:28,faeb187,Oliverw-w,1654,1682,1-0
Rated Blitz game,https://lichess.org/BcHu5YeP,2023.02.05,19:57:12,Oliverw-w,URKESHA,1677,1653,1-0
Rated Blitz game,https://lichess.org/dudjQeuX,2023.02.05,19:47:30,Oliverw-w,ooHcYsP,1677,1671,1/2-1/2
Rated Blitz game,https://lichess.org/3PAagrca,2023.02.05,19:40:59,dzoni_macka,Oliverw-w,1659,1683,1-0
Rated Blitz game,https://lichess.org/aKdWtE8o,2023.02.05,17:38:42,Oliverw-w,tt214,1678,1654,1-0
Rated Blitz game,https://lichess.org/dYORvKQz,2023.02.05,16:59:31,CS0412,Oliverw-w,1615,1673,0-1
≤1700 Blitz Arena,https://lichess.org/Uc6jNrOH,2023.02.05,16:52:39,Oliverw-w,Mahmutyelturk,1675,1552,1/2-1/2
≤1700 Blitz Arena,https://lichess.org/Z57nbFZH,2023.02.05,16:42:17,dimonsax,Oliverw-w,1658,1669,0-1
≤1700 Blitz Arena,https://lichess.org/RAPZ4fDn,2023.02.05,16:31:14,Rbjuniorcxnl,Oliverw-w,1583,1676,1-0
≤1700 Blitz Arena,https://lichess.org/d3RGCOHs,2023.02.05,16:25:45,Oliverw-w,footballingchess,1673,1532,1-0
≤1700 Blitz Arena,https://lichess.org/KqoZgwR3,2023.02.05,16:20:18,alexpant,Oliverw-w,1178,1672,0-1
Rated Blitz game,https://lichess.org/2ecfC3RT,2023.02.05,14:46:38,Ningel,Oliverw-w,1674,1678,1-0
Rated Blitz game,https://lichess.org/OEAv3oAP,2023.02.05,14:39:48,Oliverw-w,mr_globetrotter,1682,1795,0-1
≤1700 Blitz Arena,https://lichess.org/SHrFIMVw,2023.02.05,12:47:55,Oliverw-w,eccehomo1603,1679,1479,1-0
≤1700 Blitz Arena,https://lichess.org/uoOfjvh3,2023.02.05,12:43:11,yuckychicken,Oliverw-w,1623,1674,0-1
≤1700 Blitz Arena,https://lichess.org/s37PXt5D,2023.02.05,12:37:06,Oliverw-w,olafsen,1681,1623,0-1
≤1700 Blitz Arena,https://lichess.org/dOlkn8Zl,2023.02.05,12:30:15,Oliverw-w,Corlito,1679,1402,1-0
≤1700 Blitz Arena,https://lichess.org/4ZfyOdiO,2023.02.05,12:25:03,olafsen,Oliverw-w,1617,1674,0-1
≤1700 Blitz Arena,https://lichess.org/GtyS0NNZ,2023.02.05,12:17:28,szachem,Oliverw-w,1435,1677,1/2-1/2
≤1700 Blitz Arena,https://lichess.org/2UZRvgFI,2023.02.05,12:00:21,Oliverw-w,Vtoroirasrjd_46,1672,1674,1-0
Rated Blitz game,https://lichess.org/7ZmVjHGz,2023.02.05,11:41:05,MH_BERLIN,Oliverw-w,1670,1666,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/ry5a5XFw,2023.02.04,18:27:37,Oliverw-w,Aharon_Muzychanka,1660,1650,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/gVAn2Tcp,2023.02.04,18:21:08,Oliverw-w,Grigorash2009,1656,1936,1/2-1/2
WFM Chess Blondinka Birthday Arena,https://lichess.org/eT3OuEow,2023.02.04,18:18:30,Oliverw-w,Berik75,1657,2225,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/jJnmPPM5,2023.02.04,18:15:04,Grigorash2009,Oliverw-w,1943,1647,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/cubYD7PL,2023.02.04,18:09:39,Oliverw-w,ptvbw,1648,2106,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/7fxPNImm,2023.02.04,18:04:40,Andrei_Fil,Oliverw-w,1600,1643,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/oSqChILa,2023.02.04,17:58:20,Oliverw-w,Oleg_Tokarev,1634,1878,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/hgkvNbIF,2023.02.04,17:51:44,Oliverw-w,BFernandesh18,1624,1871,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/2FLdvO47,2023.02.04,17:45:21,bulldozerist,Oliverw-w,2245,1625,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/1OVgIanB,2023.02.04,17:43:44,Oliverw-w,Aharon_Muzychanka,1619,1640,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/wQIx7add,2023.02.04,17:39:08,ArturOzmanyan,Oliverw-w,1650,1624,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/GLjAN0Cv,2023.02.04,17:34:37,Grigorash2009,Oliverw-w,1939,1626,1-0
WFM Chess Blondinka Birthday Arena,https://lichess.org/sI1oD5FZ,2023.02.04,17:30:24,Oliverw-w,CRAZY666852138002699,1627,2003,0-1
WFM Chess Blondinka Birthday Arena,https://lichess.org/2zGKyGI4,2023.02.04,17:26:36,Arachnoyt,Oliverw-w,1630,1621,0-1
