Event,Site,Date,Round,White,Black,Result
Hourly HyperBullet Arena,https://lichess.org/vapY6Z1C,2021.05.03,?,Chessdrei1,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/cIbszU7G,2021.05.03,?,waltalgg,keyursoni85,1-0
Hourly HyperBullet Arena,https://lichess.org/N85oZ8Ok,2021.05.03,?,waltalgg,Arta6414,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/gM4PK8JQ,2021.05.03,?,akselforberg,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/cv90lqry,2021.05.03,?,waltalgg,Epos67,0-1
Hourly HyperBullet Arena,https://lichess.org/8KKgtdEj,2021.05.03,?,NobodyIsHereMan,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/TvQiOgN0,2021.05.03,?,Epos67,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/zIF8ZGSH,2021.05.03,?,waltalgg,Moady1,0-1
Hourly HyperBullet Arena,https://lichess.org/i5x08wIN,2021.05.03,?,waltalgg,Secundi,1-0
Hourly HyperBullet Arena,https://lichess.org/5AXhe9ej,2021.05.03,?,NobodyIsHereMan,waltalgg,1/2-1/2
Hourly HyperBullet Arena,https://lichess.org/IpzDixHj,2021.05.03,?,Secundi,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/HNtFNxqK,2021.05.03,?,waltalgg,Paddepoel,1-0
Hourly HyperBullet Arena,https://lichess.org/5r2HRuNM,2021.05.03,?,Rachmanin,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/j71WvDyd,2021.05.03,?,Yaroslav_FCZ,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/M2aZKmYP,2021.05.03,?,waltalgg,zivanovic_srb,0-1
≤2000 SuperBlitz Arena,https://lichess.org/STn5fCol,2021.05.03,?,waltalgg,reeyona,0-1
≤2000 SuperBlitz Arena,https://lichess.org/PB1Cunzq,2021.05.03,?,grisha253,waltalgg,1-0
≤2000 SuperBlitz Arena,https://lichess.org/XwSQ1tIP,2021.05.03,?,matomash,waltalgg,0-1
≤2000 SuperBlitz Arena,https://lichess.org/FVGAwiqK,2021.05.03,?,waltalgg,Chesshome,1-0
≤2000 SuperBlitz Arena,https://lichess.org/o48PHWk8,2021.05.03,?,waltalgg,kudazo,0-1
≤2000 SuperBlitz Arena,https://lichess.org/ezYJY1hf,2021.05.03,?,gustavo1981,waltalgg,1-0
Rated Bullet game,https://lichess.org/n2zaMfK2,2021.05.03,?,waltalgg,gautham_p,0-1
Rated Bullet game,https://lichess.org/fEa71clq,2021.05.03,?,Marshallina,waltalgg,0-1
Rated Bullet game,https://lichess.org/y9ongwXS,2021.05.03,?,waltalgg,omer0707,1-0
Rated Bullet game,https://lichess.org/r7iSbfae,2021.05.03,?,waltalgg,addu66,0-1
Monthly UltraBullet Arena,https://lichess.org/I983RXsX,2021.05.02,?,waltalgg,maratgil,0-1
Monthly UltraBullet Arena,https://lichess.org/iWh35H1d,2021.05.02,?,Debu_Chess,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/Q9kvhLCF,2021.05.02,?,waltalgg,emrekocak21,1-0
Monthly UltraBullet Arena,https://lichess.org/v0YB3G9j,2021.05.02,?,waltalgg,MynameisBorat,0-1
Monthly UltraBullet Arena,https://lichess.org/BpaAtzRU,2021.05.02,?,JarlCarl,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/yvPdu5hL,2021.05.02,?,waltalgg,michael_The_Great,0-1
Monthly UltraBullet Arena,https://lichess.org/7IjGAnxV,2021.05.02,?,BellaCiaoBellaCiao,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/jFxsyMAg,2021.05.02,?,S8C9,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/4hr2NaBo,2021.05.02,?,waltalgg,Youthcoaching,1-0
Monthly UltraBullet Arena,https://lichess.org/DjwIe0ja,2021.05.02,?,Abhishek_Sood,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/RQaaXEJq,2021.05.02,?,waltalgg,BellaCiaoBellaCiao,0-1
Monthly UltraBullet Arena,https://lichess.org/L9PWnr0j,2021.05.02,?,pufchess,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/mQSiZWWK,2021.05.02,?,waltalgg,gmud,1-0
Monthly UltraBullet Arena,https://lichess.org/SPqHeDPF,2021.05.02,?,SHANI_24,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/VX8vhb9x,2021.05.02,?,waltalgg,pufchess,0-1
Monthly UltraBullet Arena,https://lichess.org/WGve66Mc,2021.05.02,?,waltalgg,IrunguBrian,0-1
Monthly UltraBullet Arena,https://lichess.org/mJlLUeNr,2021.05.02,?,lincz8,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/N0RdJTam,2021.05.02,?,waltalgg,SHIVA79,1-0
Monthly UltraBullet Arena,https://lichess.org/YuMUfwiN,2021.05.02,?,HenriP,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/hHzfti2G,2021.05.02,?,waltalgg,mattecapa,1-0
Monthly UltraBullet Arena,https://lichess.org/Y0jJYlxe,2021.05.02,?,SinanKaanYILDIZ,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/Q1cHENoB,2021.05.02,?,waltalgg,itachi4244,1-0
Monthly UltraBullet Arena,https://lichess.org/lNcaUJVq,2021.05.02,?,Gamerwolf4849,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/DYX2JAdr,2021.05.02,?,waltalgg,mimar,1-0
Monthly UltraBullet Arena,https://lichess.org/AyDmKPQN,2021.05.02,?,pufchess,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/GyHpNfK4,2021.05.02,?,waltalgg,KingTenny,1-0
Monthly UltraBullet Arena,https://lichess.org/nWKkrJBl,2021.05.02,?,SquirReL111,waltalgg,1/2-1/2
Monthly UltraBullet Arena,https://lichess.org/33ZtzETf,2021.05.02,?,waltalgg,Jar0slav,0-1
Monthly UltraBullet Arena,https://lichess.org/5E1HNLMp,2021.05.02,?,waltalgg,Jilani93700,1-0
Monthly UltraBullet Arena,https://lichess.org/zVdCXlSp,2021.05.02,?,talatat,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/itb64g7R,2021.05.02,?,waltalgg,KreyNey,0-1
Monthly UltraBullet Arena,https://lichess.org/ABWoeMno,2021.05.02,?,lincz8,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/Y8MvIOvC,2021.05.02,?,ChessBeast2007,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/wX47i96R,2021.05.02,?,waltalgg,Caffa1997,1-0
Monthly UltraBullet Arena,https://lichess.org/k4gZOpJn,2021.05.02,?,Campion13,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/eOgXCZay,2021.05.02,?,TakeItEasyPlz,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/kIaWfcNa,2021.05.02,?,waltalgg,CarrelJulio,1-0
Monthly UltraBullet Arena,https://lichess.org/twWVcuWx,2021.05.02,?,waltalgg,manas_asati,0-1
Monthly UltraBullet Arena,https://lichess.org/nXirrrZB,2021.05.02,?,TakeItEasyPlz,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/rhFTB0re,2021.05.02,?,waltalgg,ne_ya,0-1
Monthly UltraBullet Arena,https://lichess.org/TrR9s5vH,2021.05.02,?,tomynatorexsan,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/7h1FNXPC,2021.05.02,?,waltalgg,Superpro2008,1-0
Monthly UltraBullet Arena,https://lichess.org/ZXic2PPw,2021.05.02,?,Nalchik_07,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/hw93x5z9,2021.05.02,?,waltalgg,Clavoy,1-0
Monthly UltraBullet Arena,https://lichess.org/QwRxFbVl,2021.05.02,?,maxen23,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/eGlJiVFr,2021.05.02,?,mustafa_pro,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/SrijHuXQ,2021.05.02,?,waltalgg,kidcanvas255,1-0
Monthly UltraBullet Arena,https://lichess.org/ZhANLOAK,2021.05.02,?,Buchaloto,waltalgg,0-1
Monthly UltraBullet Arena,https://lichess.org/NbByjiJD,2021.05.02,?,waltalgg,Ravi_theja,1-0
Monthly UltraBullet Arena,https://lichess.org/RS0J5FzZ,2021.05.02,?,talatat,waltalgg,1-0
Monthly UltraBullet Arena,https://lichess.org/xh2lmFNI,2021.05.02,?,waltalgg,Baayhhass,1-0
Monthly UltraBullet Arena,https://lichess.org/zBlEMV0c,2021.05.02,?,waltalgg,BerkgunduzBK,1-0
Monthly UltraBullet Arena,https://lichess.org/y7mcSINe,2021.05.02,?,manhattanyouthguest2,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/D8KvH3fX,2021.05.02,?,Nhyllz,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/6C6Ia7rr,2021.05.02,?,waltalgg,praneethinfinity,0-1
Hourly UltraBullet Arena,https://lichess.org/6B4AfpEO,2021.05.02,?,aathish-08,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/2VuDiCG8,2021.05.02,?,waltalgg,MINURA-CHESS-57,1-0
Hourly UltraBullet Arena,https://lichess.org/RKGBj2Nw,2021.05.02,?,waltalgg,UnaiMateo,1-0
Hourly UltraBullet Arena,https://lichess.org/h2PW0JRC,2021.05.02,?,NishchalMN,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/vB0I7TqA,2021.05.02,?,Chess_Poems,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/phegupZi,2021.05.02,?,waltalgg,NishchalMN,1-0
Hourly UltraBullet Arena,https://lichess.org/VvzB1dG6,2021.05.02,?,waltalgg,GraziaL,0-1
Hourly UltraBullet Arena,https://lichess.org/zFXpTOiv,2021.05.02,?,Chess_Poems,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/rCdoSCr8,2021.05.02,?,PrasaDKrishnA,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/4FAvf3K2,2021.05.02,?,waltalgg,Mertyavuz4a,0-1
Hourly UltraBullet Arena,https://lichess.org/uyJXlTYG,2021.05.02,?,alvydas9,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/vdwrS7Ta,2021.05.02,?,waltalgg,UglySwede,1-0
Rated Bullet game,https://lichess.org/ZFicRao4,2021.05.02,?,spanishcastlemagic,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/9AqyBVaC,2021.05.02,?,waltalgg,aLerGen,1-0
Rated Bullet game,https://lichess.org/VYrnbbk8,2021.05.02,?,Juan_edi,waltalgg,1-0
Rated Bullet game,https://lichess.org/5Te1BLJA,2021.05.02,?,waltalgg,sashaioffine,1-0
Rated Bullet game,https://lichess.org/PdS2TSNY,2021.05.02,?,Malegends,waltalgg,1-0
Rated Bullet game,https://lichess.org/eX6DHhK6,2021.05.02,?,waltalgg,JoinedToday,1-0
Rated Bullet game,https://lichess.org/Kr3CmkfQ,2021.05.02,?,Omjenggot,waltalgg,1-0
Rated Bullet game,https://lichess.org/zJAch9jr,2021.05.02,?,TheDre92,waltalgg,1-0
Rated Bullet game,https://lichess.org/pUX3RIbP,2021.05.02,?,Nijat_aild,waltalgg,0-1
Rated Bullet game,https://lichess.org/iRjB5wuS,2021.05.02,?,waltalgg,Nijat_aild,0-1
Rated Bullet game,https://lichess.org/Cr3sUsln,2021.05.02,?,Nijat_aild,waltalgg,0-1
Rated Bullet game,https://lichess.org/cb1lSEHH,2021.05.02,?,waltalgg,Pranit521,0-1
Rated Bullet game,https://lichess.org/Fstvqztm,2021.05.02,?,waltalgg,simplezetafunction,0-1
Rated Bullet game,https://lichess.org/6pNzcPYS,2021.05.02,?,OktaySytrk61,waltalgg,0-1
Rated Bullet game,https://lichess.org/utBGWDEL,2021.05.02,?,ajohnson0764,waltalgg,1-0
Rated Blitz game,https://lichess.org/EJKf5SHP,2021.05.01,?,waltalgg,A_Gindinson,1-0
Rated Blitz game,https://lichess.org/TReKz3z2,2021.05.01,?,waltalgg,Balintujp,1-0
Rated Blitz game,https://lichess.org/CYOZTh1S,2021.05.01,?,Dorfmatt,waltalgg,0-1
Rated Blitz game,https://lichess.org/RYUw2ml6,2021.05.01,?,waltalgg,yadi_bogor,1-0
Rated Blitz game,https://lichess.org/Sglb2Lwq,2021.05.01,?,Emilio73,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/hbEVkAvX,2021.05.01,?,waltalgg,Habeenzu,1-0
Rated Blitz game,https://lichess.org/1Safk6fC,2021.05.01,?,Liffu,waltalgg,1/2-1/2
Rated Blitz game,https://lichess.org/BbRKKfCJ,2021.04.30,?,waltalgg,amirulhaziq97,1-0
Rated Blitz game,https://lichess.org/cTtl1K8Y,2021.04.30,?,Tibeu,waltalgg,0-1
Rated Blitz game,https://lichess.org/09CF8JP1,2021.04.30,?,waltalgg,Fringe65,1-0
Rated Bullet game,https://lichess.org/utvryHVL,2021.04.28,?,oriol3373,waltalgg,1-0
Rated Bullet game,https://lichess.org/J0DNrqvV,2021.04.28,?,MaiorMinos,waltalgg,1-0
Rated Chess960 game,https://lichess.org/c3azD1Qs,2021.04.28,?,waltalgg,AlexeySp1960,0-1
Rated Chess960 game,https://lichess.org/KMU2abyp,2021.04.28,?,waltalgg,Spamsky,1/2-1/2
Hourly UltraBullet Arena,https://lichess.org/EERAw94Q,2021.04.28,?,waltalgg,faizalzal077,1-0
Hourly UltraBullet Arena,https://lichess.org/yozuyLga,2021.04.28,?,gg_gamer,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/yTpP895F,2021.04.28,?,waltalgg,Playchess_RL,0-1
Hourly UltraBullet Arena,https://lichess.org/luP5hnyg,2021.04.28,?,waltalgg,MNRosas1971,1-0
Hourly UltraBullet Arena,https://lichess.org/DqC6fquW,2021.04.28,?,AlvaroMCA,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/ve3lqJ7H,2021.04.28,?,Lebensmude0,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/u6jCJ2hk,2021.04.28,?,waltalgg,KING-Crusher03,0-1
Hourly UltraBullet Arena,https://lichess.org/8t0ejXrL,2021.04.28,?,waltalgg,ecstacy001,1-0
Hourly UltraBullet Arena,https://lichess.org/fnzo4T0u,2021.04.28,?,GeneralBeefheart,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/0H7d54m7,2021.04.28,?,waltalgg,Wolter_Oppo_Manado,1-0
Hourly UltraBullet Arena,https://lichess.org/2xi80H6T,2021.04.28,?,vertel,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/aMebDxbH,2021.04.28,?,waltalgg,Raghubar_Tyagi,1-0
Hourly UltraBullet Arena,https://lichess.org/9EMHbMFt,2021.04.28,?,flying_horsecow,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/OdiCHHYH,2021.04.28,?,waltalgg,KING-Crusher03,0-1
Hourly UltraBullet Arena,https://lichess.org/eBq4pJWS,2021.04.28,?,waltalgg,SriMethan,0-1
Hourly UltraBullet Arena,https://lichess.org/ysNozwU2,2021.04.28,?,Hoegi,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/pOYVy5RX,2021.04.28,?,Kiprotich,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/B4tdfjXr,2021.04.28,?,waltalgg,vertel,0-1
Hourly UltraBullet Arena,https://lichess.org/lYIYHp3Y,2021.04.28,?,Lkd2007,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/pPL5uBjJ,2021.04.28,?,waltalgg,YoiBanes,1-0
Hourly UltraBullet Arena,https://lichess.org/nhD9Yv1k,2021.04.28,?,waltalgg,KING-Crusher03,0-1
Hourly UltraBullet Arena,https://lichess.org/LxOwlg1I,2021.04.28,?,Lavish_1323,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/G4aNYV29,2021.04.28,?,ecstacy001,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/cnYoXcFr,2021.04.28,?,waltalgg,Lavish_1323,1-0
Hourly UltraBullet Arena,https://lichess.org/an2BFFke,2021.04.28,?,Kiprotich,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/izgRzmAa,2021.04.28,?,waltalgg,Elfransua,0-1
Hourly UltraBullet Arena,https://lichess.org/4f1TCas2,2021.04.28,?,Gerald_Cariga,waltalgg,0-1
Hourly UltraBullet Arena,https://lichess.org/jwFCqevP,2021.04.28,?,waltalgg,MNRosas1971,1-0
Hourly UltraBullet Arena,https://lichess.org/UP5PW53X,2021.04.28,?,waltalgg,Harrison20,1-0
Hourly UltraBullet Arena,https://lichess.org/6SqPGESQ,2021.04.28,?,waltalgg,Kuda_Hitam_Chess_Yt,0-1
Hourly UltraBullet Arena,https://lichess.org/8EeqQtrs,2021.04.28,?,Mhariz,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/PfMilH4D,2021.04.28,?,MW_ChessMaster,waltalgg,1-0
Hourly UltraBullet Arena,https://lichess.org/KmOlmzWG,2021.04.28,?,waltalgg,Dinku84,1-0
Hourly UltraBullet Arena,https://lichess.org/zqn8VGTG,2021.04.28,?,Sanula,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/bBp9yolq,2021.04.27,?,waltalgg,GeneralBeefheart,0-1
Hourly HyperBullet Arena,https://lichess.org/vINrf20K,2021.04.27,?,BeatsKM1313,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/QVGI9BZr,2021.04.27,?,waltalgg,Guerranov,0-1
≤2000 Bullet Arena,https://lichess.org/P5Z9Udxc,2021.04.27,?,waltalgg,testuser40,1/2-1/2
≤2000 Bullet Arena,https://lichess.org/hvMcZ6O1,2021.04.27,?,latebloomer,waltalgg,0-1
≤2000 Bullet Arena,https://lichess.org/b9MAMwoO,2021.04.27,?,jasb5708,waltalgg,1-0
≤2000 Bullet Arena,https://lichess.org/GSw2Q2jy,2021.04.27,?,waltalgg,Ronito2020,1-0
≤2000 Bullet Arena,https://lichess.org/NrQhvamo,2021.04.27,?,alfian87,waltalgg,0-1
≤2000 Bullet Arena,https://lichess.org/bZPqNbdA,2021.04.27,?,waltalgg,Tony_C,0-1
≤2000 Bullet Arena,https://lichess.org/Qy88KH2Z,2021.04.27,?,AmineTag,waltalgg,1-0
≤2000 Bullet Arena,https://lichess.org/szUS0E1i,2021.04.27,?,VitorRodrigues97,waltalgg,0-1
≤2000 Bullet Arena,https://lichess.org/v3kp8eet,2021.04.27,?,waltalgg,tobings,1/2-1/2
≤2000 Bullet Arena,https://lichess.org/NRjducHB,2021.04.27,?,Caymus,waltalgg,1-0
Rated Blitz game,https://lichess.org/cVcciGxs,2021.04.27,?,waltalgg,stuart123,0-1
Rated Blitz game,https://lichess.org/9xUqWeit,2021.04.27,?,stuart123,waltalgg,0-1
Rated Blitz game,https://lichess.org/Ei3Kci8h,2021.04.27,?,Metianov,waltalgg,1-0
Rated Blitz game,https://lichess.org/Vv7kiuXm,2021.04.27,?,bob_wan,waltalgg,1-0
Rated Blitz game,https://lichess.org/hxrm7JPi,2021.04.27,?,waltalgg,jjerezg,1-0
Rated Blitz game,https://lichess.org/xXur4Ac3,2021.04.26,?,waltalgg,Tavarisch,0-1
Rated Blitz game,https://lichess.org/XQxkhpgC,2021.04.26,?,Tavarisch,waltalgg,0-1
Rated Blitz game,https://lichess.org/mJMAswx9,2021.04.26,?,waltalgg,jakester97,0-1
Rated Rapid game,https://lichess.org/zbUP74kL,2021.04.26,?,Pabilsag2,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/Z0TDpdvg,2021.04.26,?,nick123987,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/PWRDvoTU,2021.04.26,?,waltalgg,vicky8888,1-0
Hourly HyperBullet Arena,https://lichess.org/lrrNLRzU,2021.04.26,?,UchoMetriks,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/HUCJfZfS,2021.04.26,?,waltalgg,MikeCortez,1-0
Hourly HyperBullet Arena,https://lichess.org/XZ9MFuGQ,2021.04.26,?,kristina_mazur8761,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/qptXp4l1,2021.04.26,?,svich,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/tHjBQqVP,2021.04.26,?,waltalgg,groshks,0-1
Hourly HyperBullet Arena,https://lichess.org/vHuciOhW,2021.04.26,?,UMWAHIKAPITAYI-YOPAI,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/fzIiotTu,2021.04.26,?,waltalgg,Jotta_onumero1,0-1
Rated Bullet game,https://lichess.org/vzb1wW6C,2021.04.26,?,waltalgg,theittai,0-1
Rated Bullet game,https://lichess.org/EMJjhu3V,2021.04.26,?,japan1974,waltalgg,1-0
Rated Bullet game,https://lichess.org/9NEb1uBm,2021.04.26,?,fat_n_agro,waltalgg,0-1
Rated Bullet game,https://lichess.org/JDBXUqgz,2021.04.26,?,waltalgg,toto972,1-0
Rated Bullet game,https://lichess.org/7PeOoHgQ,2021.04.26,?,waltalgg,ProfessorDrBongcloud,1/2-1/2
Rated Bullet game,https://lichess.org/bPveaaAc,2021.04.26,?,panchito_rs,waltalgg,0-1
Rated Bullet game,https://lichess.org/V2ULNPxs,2021.04.26,?,waltalgg,Golden_threat,1-0
Rated Bullet game,https://lichess.org/d8D43jAs,2021.04.26,?,Naanox,waltalgg,0-1
Rated Bullet game,https://lichess.org/A4rCYhrl,2021.04.26,?,waltalgg,SandisoDlamini,0-1
Rated Bullet game,https://lichess.org/tyb8n4z2,2021.04.26,?,Inner999,waltalgg,0-1
Rated Bullet game,https://lichess.org/pXkduO7h,2021.04.26,?,waltalgg,imstef,1-0
Rated Bullet game,https://lichess.org/nnvS5tba,2021.04.26,?,DanijelDimovski,waltalgg,0-1
Rated Bullet game,https://lichess.org/9KoUtJCm,2021.04.26,?,waltalgg,fat_n_agro,0-1
Rated Bullet game,https://lichess.org/n9Le9WxX,2021.04.26,?,SandisoDlamini,waltalgg,1/2-1/2
Rated Bullet game,https://lichess.org/ChQoQjo6,2021.04.26,?,waltalgg,Vether17,0-1
Rated Bullet game,https://lichess.org/RfzX5vzF,2021.04.26,?,Kurty11,waltalgg,0-1
Rated Bullet game,https://lichess.org/Rj1kGTPL,2021.04.26,?,waltalgg,Zamannn,0-1
Rated Bullet game,https://lichess.org/tj9iTndd,2021.04.26,?,rand0macc,waltalgg,0-1
Rated Bullet game,https://lichess.org/y1iSDZPS,2021.04.26,?,waltalgg,JohnTimmel,1-0
Rated Bullet game,https://lichess.org/Ds9fLWJH,2021.04.26,?,whitetigerck,waltalgg,0-1
Rated Bullet game,https://lichess.org/hgtEPiYq,2021.04.26,?,waltalgg,Pensador69,0-1
Rated Bullet game,https://lichess.org/LjAPvNcQ,2021.04.26,?,raulnuriyev,waltalgg,0-1
Rated Bullet game,https://lichess.org/PRojpIF9,2021.04.26,?,MyBestFriend,waltalgg,0-1
Rated Bullet game,https://lichess.org/mzD94ycQ,2021.04.26,?,waltalgg,adolgov00,0-1
Rated Bullet game,https://lichess.org/XrRmRgtb,2021.04.26,?,waltalgg,brabsy,1-0
Rated Bullet game,https://lichess.org/7U45yDcB,2021.04.26,?,kmxyur,waltalgg,1-0
Rated Bullet game,https://lichess.org/Hq8srgFZ,2021.04.26,?,waltalgg,pawnfighter143,1-0
Rated Blitz game,https://lichess.org/PsmXxznL,2021.04.26,?,Ruetekram,waltalgg,1-0
Rated Blitz game,https://lichess.org/3ZqvETuf,2021.04.26,?,waltalgg,Ruetekram,1-0
Rated Blitz game,https://lichess.org/RcO0cMtd,2021.04.26,?,Zhe-ka,waltalgg,0-1
Rated Blitz game,https://lichess.org/EMhEF7t4,2021.04.26,?,Nakaa,waltalgg,0-1
Rated Blitz game,https://lichess.org/0CWemHGP,2021.04.26,?,waltalgg,a002017,1-0
Rated Blitz game,https://lichess.org/3yNF7Lxe,2021.04.26,?,Vivek-anand,waltalgg,1-0
Rated Blitz game,https://lichess.org/am35jPpH,2021.04.26,?,waltalgg,pawner85729,1-0
Rated Blitz game,https://lichess.org/dlj4kZZf,2021.04.26,?,Vivek-anand,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/kQ50u7mM,2021.04.25,?,Mvl4,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/4s0kJhVw,2021.04.25,?,waltalgg,Benjaminschach,0-1
Hourly HyperBullet Arena,https://lichess.org/mnaUENdB,2021.04.25,?,Terter1986,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/f0SfDeWj,2021.04.25,?,waltalgg,CoochieSlayer,0-1
Hourly HyperBullet Arena,https://lichess.org/sBfreLQ5,2021.04.25,?,waltalgg,simplicial,1-0
Hourly HyperBullet Arena,https://lichess.org/4uz0nCrl,2021.04.25,?,Mvl4,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/ICKy8cuF,2021.04.25,?,waltalgg,pasgiannina,1-0
Hourly HyperBullet Arena,https://lichess.org/qFP7sznH,2021.04.25,?,MasterCachri,waltalgg,1-0
Hourly HyperBullet Arena,https://lichess.org/NHT2D6Qw,2021.04.25,?,waltalgg,Benjaminschach,0-1
Hourly HyperBullet Arena,https://lichess.org/mMPEbwvC,2021.04.25,?,AwAnG_GaNxS,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/EmRqb0kJ,2021.04.25,?,BlackBullqq,waltalgg,0-1
Hourly HyperBullet Arena,https://lichess.org/sfZrrby6,2021.04.25,?,waltalgg,Paul8900,1/2-1/2
Rated Bullet game,https://lichess.org/1zIL4uzT,2021.04.25,?,waltalgg,Haroundb,0-1
Rated Bullet game,https://lichess.org/FZ6PPMbX,2021.04.25,?,waltalgg,elhasznalon,0-1
French Defense Bullet Arena,https://lichess.org/LdvpGnV5,2021.04.24,?,Kristal,waltalgg,1-0
French Defense Bullet Arena,https://lichess.org/0jWEYX7q,2021.04.24,?,waltalgg,montana1d-AG-n,1-0
French Defense Bullet Arena,https://lichess.org/p2ltLqvU,2021.04.24,?,waltalgg,Cooper_X,0-1
French Defense Bullet Arena,https://lichess.org/3vyMzXrI,2021.04.24,?,Juanchopolo80,waltalgg,0-1
French Defense Bullet Arena,https://lichess.org/locWt7FO,2021.04.24,?,krisjosh,waltalgg,0-1
French Defense Bullet Arena,https://lichess.org/j8TNvRxL,2021.04.24,?,waltalgg,m1gueL0rd,1-0
Rated Bullet game,https://lichess.org/NlkMFlJ5,2021.04.23,?,Xelakram17,waltalgg,1-0
Rated Bullet game,https://lichess.org/pdMoCEVs,2021.04.23,?,rachidhafidi05,waltalgg,0-1
Rated Bullet game,https://lichess.org/Et2YRqBy,2021.04.23,?,waltalgg,baclava,0-1
Rated Bullet game,https://lichess.org/nbOISMDH,2021.04.23,?,waltalgg,DISKOTEKAAA,0-1
Rated Bullet game,https://lichess.org/PKCPYAHf,2021.04.23,?,Wilmer-Rodriguez595,waltalgg,1-0
Rated Bullet game,https://lichess.org/9qsXHU5T,2021.04.23,?,Michael-CA,waltalgg,1-0
≤2000 SuperBlitz Arena,https://lichess.org/zQqths8i,2021.04.23,?,harsoyo_kbpl,waltalgg,1-0
≤2000 SuperBlitz Arena,https://lichess.org/1qpJv8Ui,2021.04.23,?,waltalgg,telmo232,1-0
≤2000 SuperBlitz Arena,https://lichess.org/QRSL2oTJ,2021.04.23,?,waltalgg,wowkulas,0-1
≤2000 SuperBlitz Arena,https://lichess.org/fBicRHDN,2021.04.23,?,rgsonido,waltalgg,0-1
